scan,piastra,n_seme,timestamp,pixel_area,global_id
scan1,1,1,1,31908.5,scan1_1_p1_seed01
scan1,1,1,10,34278.5,scan1_10_p1_seed01
scan1,1,1,100,43717.0,scan1_100_p1_seed01
scan1,1,1,101,44089.0,scan1_101_p1_seed01
scan1,1,1,102,43085.5,scan1_102_p1_seed01
scan1,1,1,103,43730.5,scan1_103_p1_seed01
scan1,1,1,104,43674.0,scan1_104_p1_seed01
scan1,1,1,105,44022.0,scan1_105_p1_seed01
scan1,1,1,106,43806.5,scan1_106_p1_seed01
scan1,1,1,107,43798.0,scan1_107_p1_seed01
scan1,1,1,108,44158.5,scan1_108_p1_seed01
scan1,1,1,109,44309.0,scan1_109_p1_seed01
scan1,1,1,11,33337.5,scan1_11_p1_seed01
scan1,1,1,110,44649.5,scan1_110_p1_seed01
scan1,1,1,111,44566.0,scan1_111_p1_seed01
scan1,1,1,112,44327.5,scan1_112_p1_seed01
scan1,1,1,113,44588.5,scan1_113_p1_seed01
scan1,1,1,114,44679.5,scan1_114_p1_seed01
scan1,1,1,115,45017.5,scan1_115_p1_seed01
scan1,1,1,116,44798.5,scan1_116_p1_seed01
scan1,1,1,117,46385.0,scan1_117_p1_seed01
scan1,1,1,118,45601.5,scan1_118_p1_seed01
scan1,1,1,119,45470.5,scan1_119_p1_seed01
scan1,1,1,12,33575.5,scan1_12_p1_seed01
scan1,1,1,120,45595.0,scan1_120_p1_seed01
scan1,1,1,121,47465.5,scan1_121_p1_seed01
scan1,1,1,122,45069.5,scan1_122_p1_seed01
scan1,1,1,123,45569.5,scan1_123_p1_seed01
scan1,1,1,124,45624.5,scan1_124_p1_seed01
scan1,1,1,125,45624.0,scan1_125_p1_seed01
scan1,1,1,126,46454.0,scan1_126_p1_seed01
scan1,1,1,127,45211.5,scan1_127_p1_seed01
scan1,1,1,128,46615.5,scan1_128_p1_seed01
scan1,1,1,129,45938.0,scan1_129_p1_seed01
scan1,1,1,13,33584.5,scan1_13_p1_seed01
scan1,1,1,130,45549.0,scan1_130_p1_seed01
scan1,1,1,131,46849.5,scan1_131_p1_seed01
scan1,1,1,132,47554.0,scan1_132_p1_seed01
scan1,1,1,133,46787.5,scan1_133_p1_seed01
scan1,1,1,134,47635.0,scan1_134_p1_seed01
scan1,1,1,14,34685.0,scan1_14_p1_seed01
scan1,1,1,15,33625.0,scan1_15_p1_seed01
scan1,1,1,16,34016.5,scan1_16_p1_seed01
scan1,1,1,17,34014.5,scan1_17_p1_seed01
scan1,1,1,18,34245.0,scan1_18_p1_seed01
scan1,1,1,19,34206.5,scan1_19_p1_seed01
scan1,1,1,2,31907.5,scan1_2_p1_seed01
scan1,1,1,20,34083.5,scan1_20_p1_seed01
scan1,1,1,21,34831.0,scan1_21_p1_seed01
scan1,1,1,22,34266.0,scan1_22_p1_seed01
scan1,1,1,23,34384.5,scan1_23_p1_seed01
scan1,1,1,24,34472.5,scan1_24_p1_seed01
scan1,1,1,25,34151.0,scan1_25_p1_seed01
scan1,1,1,26,34379.0,scan1_26_p1_seed01
scan1,1,1,27,34432.5,scan1_27_p1_seed01
scan1,1,1,28,34380.0,scan1_28_p1_seed01
scan1,1,1,29,35251.0,scan1_29_p1_seed01
scan1,1,1,3,32997.0,scan1_3_p1_seed01
scan1,1,1,30,34798.5,scan1_30_p1_seed01
scan1,1,1,31,34744.0,scan1_31_p1_seed01
scan1,1,1,32,34753.5,scan1_32_p1_seed01
scan1,1,1,33,35404.5,scan1_33_p1_seed01
scan1,1,1,34,34929.0,scan1_34_p1_seed01
scan1,1,1,35,34862.0,scan1_35_p1_seed01
scan1,1,1,36,34963.5,scan1_36_p1_seed01
scan1,1,1,37,34959.0,scan1_37_p1_seed01
scan1,1,1,38,34905.0,scan1_38_p1_seed01
scan1,1,1,39,34928.0,scan1_39_p1_seed01
scan1,1,1,4,32539.5,scan1_4_p1_seed01
scan1,1,1,40,34952.5,scan1_40_p1_seed01
scan1,1,1,41,35045.0,scan1_41_p1_seed01
scan1,1,1,42,35101.0,scan1_42_p1_seed01
scan1,1,1,43,34820.5,scan1_43_p1_seed01
scan1,1,1,44,34913.0,scan1_44_p1_seed01
scan1,1,1,45,34972.5,scan1_45_p1_seed01
scan1,1,1,46,35541.0,scan1_46_p1_seed01
scan1,1,1,47,35293.5,scan1_47_p1_seed01
scan1,1,1,48,34846.0,scan1_48_p1_seed01
scan1,1,1,49,34974.5,scan1_49_p1_seed01
scan1,1,1,5,33067.5,scan1_5_p1_seed01
scan1,1,1,50,38246.0,scan1_50_p1_seed01
scan1,1,1,51,42046.5,scan1_51_p1_seed01
scan1,1,1,52,42289.0,scan1_52_p1_seed01
scan1,1,1,53,42408.5,scan1_53_p1_seed01
scan1,1,1,54,42224.5,scan1_54_p1_seed01
scan1,1,1,55,42322.0,scan1_55_p1_seed01
scan1,1,1,56,42396.0,scan1_56_p1_seed01
scan1,1,1,57,42511.0,scan1_57_p1_seed01
scan1,1,1,58,42266.0,scan1_58_p1_seed01
scan1,1,1,59,42302.5,scan1_59_p1_seed01
scan1,1,1,6,32578.5,scan1_6_p1_seed01
scan1,1,1,60,42538.5,scan1_60_p1_seed01
scan1,1,1,61,42600.5,scan1_61_p1_seed01
scan1,1,1,62,42406.5,scan1_62_p1_seed01
scan1,1,1,63,42462.5,scan1_63_p1_seed01
scan1,1,1,64,44773.5,scan1_64_p1_seed01
scan1,1,1,65,42647.5,scan1_65_p1_seed01
scan1,1,1,66,42560.0,scan1_66_p1_seed01
scan1,1,1,67,42440.5,scan1_67_p1_seed01
scan1,1,1,68,42752.0,scan1_68_p1_seed01
scan1,1,1,69,44526.5,scan1_69_p1_seed01
scan1,1,1,7,32950.0,scan1_7_p1_seed01
scan1,1,1,70,42395.0,scan1_70_p1_seed01
scan1,1,1,71,42715.0,scan1_71_p1_seed01
scan1,1,1,72,42641.5,scan1_72_p1_seed01
scan1,1,1,73,42803.5,scan1_73_p1_seed01
scan1,1,1,74,42742.0,scan1_74_p1_seed01
scan1,1,1,75,42657.5,scan1_75_p1_seed01
scan1,1,1,76,42559.0,scan1_76_p1_seed01
scan1,1,1,77,42904.5,scan1_77_p1_seed01
scan1,1,1,78,42647.0,scan1_78_p1_seed01
scan1,1,1,79,42574.0,scan1_79_p1_seed01
scan1,1,1,8,32997.0,scan1_8_p1_seed01
scan1,1,1,80,42678.0,scan1_80_p1_seed01
scan1,1,1,81,42881.0,scan1_81_p1_seed01
scan1,1,1,82,42712.0,scan1_82_p1_seed01
scan1,1,1,83,42835.0,scan1_83_p1_seed01
scan1,1,1,84,42878.0,scan1_84_p1_seed01
scan1,1,1,85,43120.0,scan1_85_p1_seed01
scan1,1,1,86,43179.0,scan1_86_p1_seed01
scan1,1,1,87,44038.0,scan1_87_p1_seed01
scan1,1,1,88,43186.0,scan1_88_p1_seed01
scan1,1,1,89,43248.0,scan1_89_p1_seed01
scan1,1,1,9,33026.5,scan1_9_p1_seed01
scan1,1,1,90,43142.0,scan1_90_p1_seed01
scan1,1,1,91,43282.0,scan1_91_p1_seed01
scan1,1,1,92,43266.5,scan1_92_p1_seed01
scan1,1,1,93,42902.5,scan1_93_p1_seed01
scan1,1,1,94,43560.5,scan1_94_p1_seed01
scan1,1,1,95,43360.5,scan1_95_p1_seed01
scan1,1,1,96,43583.5,scan1_96_p1_seed01
scan1,1,1,97,43062.5,scan1_97_p1_seed01
scan1,1,1,98,43256.5,scan1_98_p1_seed01
scan1,1,1,99,43178.0,scan1_99_p1_seed01
scan1,1,2,1,28196.0,scan1_1_p1_seed02
scan1,1,2,10,29205.0,scan1_10_p1_seed02
scan1,1,2,100,36965.5,scan1_100_p1_seed02
scan1,1,2,101,36934.0,scan1_101_p1_seed02
scan1,1,2,102,36604.0,scan1_102_p1_seed02
scan1,1,2,103,36342.5,scan1_103_p1_seed02
scan1,1,2,104,36340.5,scan1_104_p1_seed02
scan1,1,2,105,34812.0,scan1_105_p1_seed02
scan1,1,2,106,35926.0,scan1_106_p1_seed02
scan1,1,2,107,35901.0,scan1_107_p1_seed02
scan1,1,2,108,36109.5,scan1_108_p1_seed02
scan1,1,2,109,35696.0,scan1_109_p1_seed02
scan1,1,2,11,29355.0,scan1_11_p1_seed02
scan1,1,2,110,35947.0,scan1_110_p1_seed02
scan1,1,2,111,35909.5,scan1_111_p1_seed02
scan1,1,2,112,36028.5,scan1_112_p1_seed02
scan1,1,2,113,35340.5,scan1_113_p1_seed02
scan1,1,2,114,35970.5,scan1_114_p1_seed02
scan1,1,2,115,36274.5,scan1_115_p1_seed02
scan1,1,2,116,36217.0,scan1_116_p1_seed02
scan1,1,2,117,36297.5,scan1_117_p1_seed02
scan1,1,2,118,36708.0,scan1_118_p1_seed02
scan1,1,2,119,36302.0,scan1_119_p1_seed02
scan1,1,2,12,29361.5,scan1_12_p1_seed02
scan1,1,2,120,35358.0,scan1_120_p1_seed02
scan1,1,2,121,36898.5,scan1_121_p1_seed02
scan1,1,2,122,36471.5,scan1_122_p1_seed02
scan1,1,2,123,36136.0,scan1_123_p1_seed02
scan1,1,2,124,36026.5,scan1_124_p1_seed02
scan1,1,2,125,35310.0,scan1_125_p1_seed02
scan1,1,2,126,35306.5,scan1_126_p1_seed02
scan1,1,2,127,35296.0,scan1_127_p1_seed02
scan1,1,2,128,35336.5,scan1_128_p1_seed02
scan1,1,2,129,35671.0,scan1_129_p1_seed02
scan1,1,2,13,29515.5,scan1_13_p1_seed02
scan1,1,2,130,35785.5,scan1_130_p1_seed02
scan1,1,2,131,36614.5,scan1_131_p1_seed02
scan1,1,2,132,35515.0,scan1_132_p1_seed02
scan1,1,2,133,36017.5,scan1_133_p1_seed02
scan1,1,2,134,36500.0,scan1_134_p1_seed02
scan1,1,2,14,29451.5,scan1_14_p1_seed02
scan1,1,2,15,29709.0,scan1_15_p1_seed02
scan1,1,2,16,29481.5,scan1_16_p1_seed02
scan1,1,2,17,29651.0,scan1_17_p1_seed02
scan1,1,2,18,29735.0,scan1_18_p1_seed02
scan1,1,2,19,29580.0,scan1_19_p1_seed02
scan1,1,2,2,28271.5,scan1_2_p1_seed02
scan1,1,2,20,29652.0,scan1_20_p1_seed02
scan1,1,2,21,29678.0,scan1_21_p1_seed02
scan1,1,2,22,29889.5,scan1_22_p1_seed02
scan1,1,2,23,29915.5,scan1_23_p1_seed02
scan1,1,2,24,29980.5,scan1_24_p1_seed02
scan1,1,2,25,30123.0,scan1_25_p1_seed02
scan1,1,2,26,29980.0,scan1_26_p1_seed02
scan1,1,2,27,30108.0,scan1_27_p1_seed02
scan1,1,2,28,30107.0,scan1_28_p1_seed02
scan1,1,2,29,30247.0,scan1_29_p1_seed02
scan1,1,2,3,28509.5,scan1_3_p1_seed02
scan1,1,2,30,30203.5,scan1_30_p1_seed02
scan1,1,2,31,30371.0,scan1_31_p1_seed02
scan1,1,2,32,30304.5,scan1_32_p1_seed02
scan1,1,2,33,30278.0,scan1_33_p1_seed02
scan1,1,2,34,30509.0,scan1_34_p1_seed02
scan1,1,2,35,30348.5,scan1_35_p1_seed02
scan1,1,2,36,30440.0,scan1_36_p1_seed02
scan1,1,2,37,30306.0,scan1_37_p1_seed02
scan1,1,2,38,30430.5,scan1_38_p1_seed02
scan1,1,2,39,30535.5,scan1_39_p1_seed02
scan1,1,2,4,28751.0,scan1_4_p1_seed02
scan1,1,2,40,30546.5,scan1_40_p1_seed02
scan1,1,2,41,30429.0,scan1_41_p1_seed02
scan1,1,2,42,30768.5,scan1_42_p1_seed02
scan1,1,2,43,30490.5,scan1_43_p1_seed02
scan1,1,2,44,30423.0,scan1_44_p1_seed02
scan1,1,2,45,30245.0,scan1_45_p1_seed02
scan1,1,2,46,30500.5,scan1_46_p1_seed02
scan1,1,2,47,30426.0,scan1_47_p1_seed02
scan1,1,2,48,30688.0,scan1_48_p1_seed02
scan1,1,2,49,30519.5,scan1_49_p1_seed02
scan1,1,2,5,28682.5,scan1_5_p1_seed02
scan1,1,2,50,30794.5,scan1_50_p1_seed02
scan1,1,2,51,37423.0,scan1_51_p1_seed02
scan1,1,2,52,37389.0,scan1_52_p1_seed02
scan1,1,2,53,36780.0,scan1_53_p1_seed02
scan1,1,2,54,37257.0,scan1_54_p1_seed02
scan1,1,2,55,37366.5,scan1_55_p1_seed02
scan1,1,2,56,37370.5,scan1_56_p1_seed02
scan1,1,2,57,37498.0,scan1_57_p1_seed02
scan1,1,2,58,37337.0,scan1_58_p1_seed02
scan1,1,2,59,37472.0,scan1_59_p1_seed02
scan1,1,2,6,28742.0,scan1_6_p1_seed02
scan1,1,2,60,37395.5,scan1_60_p1_seed02
scan1,1,2,61,37473.0,scan1_61_p1_seed02
scan1,1,2,62,37356.0,scan1_62_p1_seed02
scan1,1,2,63,37315.0,scan1_63_p1_seed02
scan1,1,2,64,37447.0,scan1_64_p1_seed02
scan1,1,2,65,37479.0,scan1_65_p1_seed02
scan1,1,2,66,37365.5,scan1_66_p1_seed02
scan1,1,2,67,37526.0,scan1_67_p1_seed02
scan1,1,2,68,37052.0,scan1_68_p1_seed02
scan1,1,2,69,37545.0,scan1_69_p1_seed02
scan1,1,2,7,28871.0,scan1_7_p1_seed02
scan1,1,2,70,37517.5,scan1_70_p1_seed02
scan1,1,2,71,37552.0,scan1_71_p1_seed02
scan1,1,2,72,37471.5,scan1_72_p1_seed02
scan1,1,2,73,37402.0,scan1_73_p1_seed02
scan1,1,2,74,37558.5,scan1_74_p1_seed02
scan1,1,2,75,37392.5,scan1_75_p1_seed02
scan1,1,2,76,37610.5,scan1_76_p1_seed02
scan1,1,2,77,37605.5,scan1_77_p1_seed02
scan1,1,2,78,37121.5,scan1_78_p1_seed02
scan1,1,2,79,37914.5,scan1_79_p1_seed02
scan1,1,2,8,29047.5,scan1_8_p1_seed02
scan1,1,2,80,37755.0,scan1_80_p1_seed02
scan1,1,2,81,37823.5,scan1_81_p1_seed02
scan1,1,2,82,37732.5,scan1_82_p1_seed02
scan1,1,2,83,37193.0,scan1_83_p1_seed02
scan1,1,2,84,37273.5,scan1_84_p1_seed02
scan1,1,2,85,37814.0,scan1_85_p1_seed02
scan1,1,2,86,37144.5,scan1_86_p1_seed02
scan1,1,2,87,37231.5,scan1_87_p1_seed02
scan1,1,2,88,37949.0,scan1_88_p1_seed02
scan1,1,2,89,38338.5,scan1_89_p1_seed02
scan1,1,2,9,29101.0,scan1_9_p1_seed02
scan1,1,2,90,38069.0,scan1_90_p1_seed02
scan1,1,2,91,37819.5,scan1_91_p1_seed02
scan1,1,2,92,37474.0,scan1_92_p1_seed02
scan1,1,2,93,38234.0,scan1_93_p1_seed02
scan1,1,2,94,37913.0,scan1_94_p1_seed02
scan1,1,2,95,37861.0,scan1_95_p1_seed02
scan1,1,2,96,37794.5,scan1_96_p1_seed02
scan1,1,2,97,37604.0,scan1_97_p1_seed02
scan1,1,2,98,37181.0,scan1_98_p1_seed02
scan1,1,2,99,37196.5,scan1_99_p1_seed02
scan1,1,3,1,30463.0,scan1_1_p1_seed03
scan1,1,3,10,32306.0,scan1_10_p1_seed03
scan1,1,3,100,41502.0,scan1_100_p1_seed03
scan1,1,3,101,41594.5,scan1_101_p1_seed03
scan1,1,3,102,41455.0,scan1_102_p1_seed03
scan1,1,3,103,41457.0,scan1_103_p1_seed03
scan1,1,3,104,41529.5,scan1_104_p1_seed03
scan1,1,3,105,41579.0,scan1_105_p1_seed03
scan1,1,3,106,41437.0,scan1_106_p1_seed03
scan1,1,3,107,41444.0,scan1_107_p1_seed03
scan1,1,3,108,41440.5,scan1_108_p1_seed03
scan1,1,3,109,41507.5,scan1_109_p1_seed03
scan1,1,3,11,32391.5,scan1_11_p1_seed03
scan1,1,3,110,41611.0,scan1_110_p1_seed03
scan1,1,3,111,41493.0,scan1_111_p1_seed03
scan1,1,3,112,41606.5,scan1_112_p1_seed03
scan1,1,3,113,41508.0,scan1_113_p1_seed03
scan1,1,3,114,41599.0,scan1_114_p1_seed03
scan1,1,3,115,41481.0,scan1_115_p1_seed03
scan1,1,3,116,41723.5,scan1_116_p1_seed03
scan1,1,3,117,41494.5,scan1_117_p1_seed03
scan1,1,3,118,41696.5,scan1_118_p1_seed03
scan1,1,3,119,41686.0,scan1_119_p1_seed03
scan1,1,3,12,32176.0,scan1_12_p1_seed03
scan1,1,3,120,41609.0,scan1_120_p1_seed03
scan1,1,3,121,41702.0,scan1_121_p1_seed03
scan1,1,3,122,41751.5,scan1_122_p1_seed03
scan1,1,3,123,41883.0,scan1_123_p1_seed03
scan1,1,3,124,41797.0,scan1_124_p1_seed03
scan1,1,3,125,41736.0,scan1_125_p1_seed03
scan1,1,3,126,41827.0,scan1_126_p1_seed03
scan1,1,3,127,41582.0,scan1_127_p1_seed03
scan1,1,3,128,41758.5,scan1_128_p1_seed03
scan1,1,3,129,41682.5,scan1_129_p1_seed03
scan1,1,3,13,32543.5,scan1_13_p1_seed03
scan1,1,3,130,41835.0,scan1_130_p1_seed03
scan1,1,3,131,41707.0,scan1_131_p1_seed03
scan1,1,3,132,41691.5,scan1_132_p1_seed03
scan1,1,3,133,41725.5,scan1_133_p1_seed03
scan1,1,3,134,41823.5,scan1_134_p1_seed03
scan1,1,3,14,32481.0,scan1_14_p1_seed03
scan1,1,3,15,32712.5,scan1_15_p1_seed03
scan1,1,3,16,32730.5,scan1_16_p1_seed03
scan1,1,3,17,32593.0,scan1_17_p1_seed03
scan1,1,3,18,32839.5,scan1_18_p1_seed03
scan1,1,3,19,32814.5,scan1_19_p1_seed03
scan1,1,3,2,30552.0,scan1_2_p1_seed03
scan1,1,3,20,32874.0,scan1_20_p1_seed03
scan1,1,3,21,32903.0,scan1_21_p1_seed03
scan1,1,3,22,33000.5,scan1_22_p1_seed03
scan1,1,3,23,33139.0,scan1_23_p1_seed03
scan1,1,3,24,33353.0,scan1_24_p1_seed03
scan1,1,3,25,33055.0,scan1_25_p1_seed03
scan1,1,3,26,33220.5,scan1_26_p1_seed03
scan1,1,3,27,33314.5,scan1_27_p1_seed03
scan1,1,3,28,33289.5,scan1_28_p1_seed03
scan1,1,3,29,33265.5,scan1_29_p1_seed03
scan1,1,3,3,31057.0,scan1_3_p1_seed03
scan1,1,3,30,33373.5,scan1_30_p1_seed03
scan1,1,3,31,33371.5,scan1_31_p1_seed03
scan1,1,3,32,33646.5,scan1_32_p1_seed03
scan1,1,3,33,33576.5,scan1_33_p1_seed03
scan1,1,3,34,33722.0,scan1_34_p1_seed03
scan1,1,3,35,33833.0,scan1_35_p1_seed03
scan1,1,3,36,33644.5,scan1_36_p1_seed03
scan1,1,3,37,33608.0,scan1_37_p1_seed03
scan1,1,3,38,33781.0,scan1_38_p1_seed03
scan1,1,3,39,33736.0,scan1_39_p1_seed03
scan1,1,3,4,31188.0,scan1_4_p1_seed03
scan1,1,3,40,33664.0,scan1_40_p1_seed03
scan1,1,3,41,34079.0,scan1_41_p1_seed03
scan1,1,3,42,33700.5,scan1_42_p1_seed03
scan1,1,3,43,33773.5,scan1_43_p1_seed03
scan1,1,3,44,33723.0,scan1_44_p1_seed03
scan1,1,3,45,33733.0,scan1_45_p1_seed03
scan1,1,3,46,33875.5,scan1_46_p1_seed03
scan1,1,3,47,33877.5,scan1_47_p1_seed03
scan1,1,3,48,33699.0,scan1_48_p1_seed03
scan1,1,3,49,33886.0,scan1_49_p1_seed03
scan1,1,3,5,31593.5,scan1_5_p1_seed03
scan1,1,3,50,34001.0,scan1_50_p1_seed03
scan1,1,3,51,40847.5,scan1_51_p1_seed03
scan1,1,3,52,40974.0,scan1_52_p1_seed03
scan1,1,3,53,40904.5,scan1_53_p1_seed03
scan1,1,3,54,40972.0,scan1_54_p1_seed03
scan1,1,3,55,40934.0,scan1_55_p1_seed03
scan1,1,3,56,41072.5,scan1_56_p1_seed03
scan1,1,3,57,40971.0,scan1_57_p1_seed03
scan1,1,3,58,41136.0,scan1_58_p1_seed03
scan1,1,3,59,41120.5,scan1_59_p1_seed03
scan1,1,3,6,31994.0,scan1_6_p1_seed03
scan1,1,3,60,41087.5,scan1_60_p1_seed03
scan1,1,3,61,41020.0,scan1_61_p1_seed03
scan1,1,3,62,41127.5,scan1_62_p1_seed03
scan1,1,3,63,40950.0,scan1_63_p1_seed03
scan1,1,3,64,41141.0,scan1_64_p1_seed03
scan1,1,3,65,41272.0,scan1_65_p1_seed03
scan1,1,3,66,41051.0,scan1_66_p1_seed03
scan1,1,3,67,41140.5,scan1_67_p1_seed03
scan1,1,3,68,41045.5,scan1_68_p1_seed03
scan1,1,3,69,41145.0,scan1_69_p1_seed03
scan1,1,3,7,31919.0,scan1_7_p1_seed03
scan1,1,3,70,41303.0,scan1_70_p1_seed03
scan1,1,3,71,41020.0,scan1_71_p1_seed03
scan1,1,3,72,41175.5,scan1_72_p1_seed03
scan1,1,3,73,41007.5,scan1_73_p1_seed03
scan1,1,3,74,41246.5,scan1_74_p1_seed03
scan1,1,3,75,41335.0,scan1_75_p1_seed03
scan1,1,3,76,41254.0,scan1_76_p1_seed03
scan1,1,3,77,41244.5,scan1_77_p1_seed03
scan1,1,3,78,41419.0,scan1_78_p1_seed03
scan1,1,3,79,41386.5,scan1_79_p1_seed03
scan1,1,3,8,31995.0,scan1_8_p1_seed03
scan1,1,3,80,41288.0,scan1_80_p1_seed03
scan1,1,3,81,41266.5,scan1_81_p1_seed03
scan1,1,3,82,41406.5,scan1_82_p1_seed03
scan1,1,3,83,41351.0,scan1_83_p1_seed03
scan1,1,3,84,41295.0,scan1_84_p1_seed03
scan1,1,3,85,41498.0,scan1_85_p1_seed03
scan1,1,3,86,41436.0,scan1_86_p1_seed03
scan1,1,3,87,41515.0,scan1_87_p1_seed03
scan1,1,3,88,41456.5,scan1_88_p1_seed03
scan1,1,3,89,41419.5,scan1_89_p1_seed03
scan1,1,3,9,32231.5,scan1_9_p1_seed03
scan1,1,3,90,41567.0,scan1_90_p1_seed03
scan1,1,3,91,41526.0,scan1_91_p1_seed03
scan1,1,3,92,41612.5,scan1_92_p1_seed03
scan1,1,3,93,41582.0,scan1_93_p1_seed03
scan1,1,3,94,41505.0,scan1_94_p1_seed03
scan1,1,3,95,41447.0,scan1_95_p1_seed03
scan1,1,3,96,41380.5,scan1_96_p1_seed03
scan1,1,3,97,41532.5,scan1_97_p1_seed03
scan1,1,3,98,41468.0,scan1_98_p1_seed03
scan1,1,3,99,41515.0,scan1_99_p1_seed03
scan1,1,4,1,29717.5,scan1_1_p1_seed04
scan1,1,4,10,29984.5,scan1_10_p1_seed04
scan1,1,4,100,39848.5,scan1_100_p1_seed04
scan1,1,4,101,40267.5,scan1_101_p1_seed04
scan1,1,4,102,39733.0,scan1_102_p1_seed04
scan1,1,4,103,39794.0,scan1_103_p1_seed04
scan1,1,4,104,39602.5,scan1_104_p1_seed04
scan1,1,4,105,38444.5,scan1_105_p1_seed04
scan1,1,4,106,37995.0,scan1_106_p1_seed04
scan1,1,4,107,38165.5,scan1_107_p1_seed04
scan1,1,4,108,37937.5,scan1_108_p1_seed04
scan1,1,4,109,38569.0,scan1_109_p1_seed04
scan1,1,4,11,30332.5,scan1_11_p1_seed04
scan1,1,4,110,37096.5,scan1_110_p1_seed04
scan1,1,4,111,37109.5,scan1_111_p1_seed04
scan1,1,4,112,36194.0,scan1_112_p1_seed04
scan1,1,4,113,35870.0,scan1_113_p1_seed04
scan1,1,4,114,35602.0,scan1_114_p1_seed04
scan1,1,4,115,36689.5,scan1_115_p1_seed04
scan1,1,4,116,36688.0,scan1_116_p1_seed04
scan1,1,4,117,35960.0,scan1_117_p1_seed04
scan1,1,4,118,36106.0,scan1_118_p1_seed04
scan1,1,4,119,36145.0,scan1_119_p1_seed04
scan1,1,4,12,30202.5,scan1_12_p1_seed04
scan1,1,4,120,36258.0,scan1_120_p1_seed04
scan1,1,4,121,37029.5,scan1_121_p1_seed04
scan1,1,4,122,36544.5,scan1_122_p1_seed04
scan1,1,4,123,36894.5,scan1_123_p1_seed04
scan1,1,4,124,36968.5,scan1_124_p1_seed04
scan1,1,4,125,36743.0,scan1_125_p1_seed04
scan1,1,4,126,36788.5,scan1_126_p1_seed04
scan1,1,4,127,37154.0,scan1_127_p1_seed04
scan1,1,4,128,37231.5,scan1_128_p1_seed04
scan1,1,4,129,37288.0,scan1_129_p1_seed04
scan1,1,4,13,30196.0,scan1_13_p1_seed04
scan1,1,4,130,37888.0,scan1_130_p1_seed04
scan1,1,4,131,37880.0,scan1_131_p1_seed04
scan1,1,4,132,38641.0,scan1_132_p1_seed04
scan1,1,4,133,38529.5,scan1_133_p1_seed04
scan1,1,4,134,39924.0,scan1_134_p1_seed04
scan1,1,4,14,30340.0,scan1_14_p1_seed04
scan1,1,4,15,30379.0,scan1_15_p1_seed04
scan1,1,4,16,30514.0,scan1_16_p1_seed04
scan1,1,4,17,30458.5,scan1_17_p1_seed04
scan1,1,4,18,30634.5,scan1_18_p1_seed04
scan1,1,4,19,30853.5,scan1_19_p1_seed04
scan1,1,4,2,29699.5,scan1_2_p1_seed04
scan1,1,4,20,30630.5,scan1_20_p1_seed04
scan1,1,4,21,30767.5,scan1_21_p1_seed04
scan1,1,4,22,30863.0,scan1_22_p1_seed04
scan1,1,4,23,30916.5,scan1_23_p1_seed04
scan1,1,4,24,31104.5,scan1_24_p1_seed04
scan1,1,4,25,30800.5,scan1_25_p1_seed04
scan1,1,4,26,30977.5,scan1_26_p1_seed04
scan1,1,4,27,31235.5,scan1_27_p1_seed04
scan1,1,4,28,31339.5,scan1_28_p1_seed04
scan1,1,4,29,31373.0,scan1_29_p1_seed04
scan1,1,4,3,29342.0,scan1_3_p1_seed04
scan1,1,4,30,31304.0,scan1_30_p1_seed04
scan1,1,4,31,31335.5,scan1_31_p1_seed04
scan1,1,4,32,31508.5,scan1_32_p1_seed04
scan1,1,4,33,31570.5,scan1_33_p1_seed04
scan1,1,4,34,31415.0,scan1_34_p1_seed04
scan1,1,4,35,31626.0,scan1_35_p1_seed04
scan1,1,4,36,31620.5,scan1_36_p1_seed04
scan1,1,4,37,31886.5,scan1_37_p1_seed04
scan1,1,4,38,31771.5,scan1_38_p1_seed04
scan1,1,4,39,31657.5,scan1_39_p1_seed04
scan1,1,4,4,29349.5,scan1_4_p1_seed04
scan1,1,4,40,31904.0,scan1_40_p1_seed04
scan1,1,4,41,31709.0,scan1_41_p1_seed04
scan1,1,4,42,31934.5,scan1_42_p1_seed04
scan1,1,4,43,31928.5,scan1_43_p1_seed04
scan1,1,4,44,32116.0,scan1_44_p1_seed04
scan1,1,4,45,31867.5,scan1_45_p1_seed04
scan1,1,4,46,32052.0,scan1_46_p1_seed04
scan1,1,4,47,32061.5,scan1_47_p1_seed04
scan1,1,4,48,31942.5,scan1_48_p1_seed04
scan1,1,4,49,32126.5,scan1_49_p1_seed04
scan1,1,4,5,29568.5,scan1_5_p1_seed04
scan1,1,4,50,32034.0,scan1_50_p1_seed04
scan1,1,4,51,38697.0,scan1_51_p1_seed04
scan1,1,4,52,38854.5,scan1_52_p1_seed04
scan1,1,4,53,38985.0,scan1_53_p1_seed04
scan1,1,4,54,38758.5,scan1_54_p1_seed04
scan1,1,4,55,39099.5,scan1_55_p1_seed04
scan1,1,4,56,39164.0,scan1_56_p1_seed04
scan1,1,4,57,39059.0,scan1_57_p1_seed04
scan1,1,4,58,38918.0,scan1_58_p1_seed04
scan1,1,4,59,39398.5,scan1_59_p1_seed04
scan1,1,4,6,29570.0,scan1_6_p1_seed04
scan1,1,4,60,39047.0,scan1_60_p1_seed04
scan1,1,4,61,39202.5,scan1_61_p1_seed04
scan1,1,4,62,38871.0,scan1_62_p1_seed04
scan1,1,4,63,38738.0,scan1_63_p1_seed04
scan1,1,4,64,38785.5,scan1_64_p1_seed04
scan1,1,4,65,38771.5,scan1_65_p1_seed04
